MailCounter Accuracy HamPrecision HamRecall SpamPrecision SpamRecall
109.0 85,3211009174312 80,8219178082192 96,7213114754098 94,4444444444444 70,8333333333333
218.0 96,3302752293578 96,7213114754098 96,7213114754098 95,8333333333333 95,8333333333333
327.0 97,2477064220184 98,3333333333333 96,7213114754098 95,9183673469388 97,9166666666667
436.0 99,0825688073395 100 98,3606557377049 97,9591836734694 100
545.0 98,1651376146789 100 96,7213114754098 96 100
654.0 97,2477064220184 100 95,0819672131147 94,1176470588235 100
763.0 99,0825688073395 100 98,3606557377049 97,9591836734694 100
872.0 97,2477064220184 100 95,0819672131147 94,1176470588235 100
